season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,day_of_year,day_of_month,quarter,week,is_month_end,is_month_start,is_quarter_end,is_quarter_start,is_year_end,is_year_start,label
1,0,1,0,6,0,2,0.344167,0.363625,0.805833,0.160446,1,1,1,52,False,True,False,True,False,True,985
1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,2,2,1,52,False,False,False,False,False,False,801
1,0,1,0,1,1,1,0.196364,0.189405,0.437273,0.248309,3,3,1,1,False,False,False,False,False,False,1349
1,0,1,0,2,1,1,0.2,0.212122,0.590435,0.160296,4,4,1,1,False,False,False,False,False,False,1562
1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,5,5,1,1,False,False,False,False,False,False,1600
1,0,1,0,4,1,1,0.204348,0.233209,0.518261,0.0895652,6,6,1,1,False,False,False,False,False,False,1606
1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,7,7,1,1,False,False,False,False,False,False,1510
1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,8,8,1,1,False,False,False,False,False,False,959
1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,9,9,1,1,False,False,False,False,False,False,822
1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,10,10,1,2,False,False,False,False,False,False,1321
1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,11,11,1,2,False,False,False,False,False,False,1263
1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,12,12,1,2,False,False,False,False,False,False,1162
1,0,1,0,4,1,1,0.165,0.150883,0.470417,0.301,13,13,1,2,False,False,False,False,False,False,1406
1,0,1,0,5,1,1,0.16087,0.188413,0.537826,0.126548,14,14,1,2,False,False,False,False,False,False,1421
1,0,1,0,6,0,2,0.233333,0.248112,0.49875,0.157963,15,15,1,2,False,False,False,False,False,False,1248
1,0,1,0,0,0,1,0.231667,0.234217,0.48375,0.188433,16,16,1,2,False,False,False,False,False,False,1204
1,0,1,1,1,0,2,0.175833,0.176771,0.5375,0.194017,17,17,1,3,False,False,False,False,False,False,1000
1,0,1,0,2,1,2,0.216667,0.232333,0.861667,0.146775,18,18,1,3,False,False,False,False,False,False,683
1,0,1,0,3,1,2,0.292174,0.298422,0.741739,0.208317,19,19,1,3,False,False,False,False,False,False,1650
1,0,1,0,4,1,2,0.261667,0.25505,0.538333,0.195904,20,20,1,3,False,False,False,False,False,False,1927
1,0,1,0,5,1,1,0.1775,0.157833,0.457083,0.353242,21,21,1,3,False,False,False,False,False,False,1543
1,0,1,0,6,0,1,0.0591304,0.0790696,0.4,0.17197,22,22,1,3,False,False,False,False,False,False,981
1,0,1,0,0,0,1,0.0965217,0.0988391,0.436522,0.2466,23,23,1,3,False,False,False,False,False,False,986
1,0,1,0,1,1,1,0.0973913,0.11793,0.491739,0.15833,24,24,1,4,False,False,False,False,False,False,1416
1,0,1,0,2,1,2,0.223478,0.234526,0.616957,0.129796,25,25,1,4,False,False,False,False,False,False,1985
1,0,1,0,3,1,3,0.2175,0.2036,0.8625,0.29385,26,26,1,4,False,False,False,False,False,False,506
1,0,1,0,4,1,1,0.195,0.2197,0.6875,0.113837,27,27,1,4,False,False,False,False,False,False,431
1,0,1,0,5,1,2,0.203478,0.223317,0.793043,0.1233,28,28,1,4,False,False,False,False,False,False,1167
1,0,1,0,6,0,1,0.196522,0.212126,0.651739,0.145365,29,29,1,4,False,False,False,False,False,False,1098
1,0,1,0,0,0,1,0.216522,0.250322,0.722174,0.0739826,30,30,1,4,False,False,False,False,False,False,1096
1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,31,31,1,5,True,False,False,False,False,False,1501
1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,32,1,1,5,False,True,False,False,False,False,1360
1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,33,2,1,5,False,False,False,False,False,False,1526
1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,34,3,1,5,False,False,False,False,False,False,1550
1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,35,4,1,5,False,False,False,False,False,False,1708
1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,36,5,1,5,False,False,False,False,False,False,1005
1,0,2,0,0,0,1,0.285833,0.291671,0.568333,0.1418,37,6,1,5,False,False,False,False,False,False,1623
1,0,2,0,1,1,1,0.271667,0.303658,0.738333,0.0454083,38,7,1,6,False,False,False,False,False,False,1712
1,0,2,0,2,1,1,0.220833,0.198246,0.537917,0.36195,39,8,1,6,False,False,False,False,False,False,1530
1,0,2,0,3,1,2,0.134783,0.144283,0.494783,0.188839,40,9,1,6,False,False,False,False,False,False,1605
1,0,2,0,4,1,1,0.144348,0.149548,0.437391,0.221935,41,10,1,6,False,False,False,False,False,False,1538
1,0,2,0,5,1,1,0.189091,0.213509,0.506364,0.10855,42,11,1,6,False,False,False,False,False,False,1746
1,0,2,0,6,0,1,0.2225,0.232954,0.544167,0.203367,43,12,1,6,False,False,False,False,False,False,1472
1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,44,13,1,6,False,False,False,False,False,False,1589
1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,45,14,1,7,False,False,False,False,False,False,1913
1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,46,15,1,7,False,False,False,False,False,False,1815
1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,47,16,1,7,False,False,False,False,False,False,2115
1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,48,17,1,7,False,False,False,False,False,False,2475
1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925,49,18,1,7,False,False,False,False,False,False,2927
1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463,50,19,1,7,False,False,False,False,False,False,1635
1,0,2,0,0,0,1,0.285217,0.27733,0.407826,0.223235,51,20,1,7,False,False,False,False,False,False,1812
1,0,2,1,1,0,2,0.303333,0.284075,0.605,0.307846,52,21,1,8,False,False,False,False,False,False,1107
1,0,2,0,2,1,1,0.182222,0.186033,0.577778,0.195683,53,22,1,8,False,False,False,False,False,False,1450
1,0,2,0,3,1,1,0.221739,0.245717,0.423043,0.094113,54,23,1,8,False,False,False,False,False,False,1917
1,0,2,0,4,1,2,0.295652,0.289191,0.697391,0.250496,55,24,1,8,False,False,False,False,False,False,1807
1,0,2,0,5,1,2,0.364348,0.350461,0.712174,0.346539,56,25,1,8,False,False,False,False,False,False,1461
1,0,2,0,6,0,1,0.2825,0.282192,0.537917,0.186571,57,26,1,8,False,False,False,False,False,False,1969
1,0,2,0,0,0,1,0.343478,0.351109,0.68,0.125248,58,27,1,8,False,False,False,False,False,False,2402
1,0,2,0,1,1,2,0.407273,0.400118,0.876364,0.289686,59,28,1,9,True,False,False,False,False,False,1446
1,0,3,0,2,1,1,0.266667,0.263879,0.535,0.216425,60,1,1,9,False,True,False,False,False,False,1851
1,0,3,0,3,1,1,0.335,0.320071,0.449583,0.307833,61,2,1,9,False,False,False,False,False,False,2134
1,0,3,0,4,1,1,0.198333,0.200133,0.318333,0.225754,62,3,1,9,False,False,False,False,False,False,1685
1,0,3,0,5,1,2,0.261667,0.255679,0.610417,0.203346,63,4,1,9,False,False,False,False,False,False,1944
1,0,3,0,6,0,2,0.384167,0.378779,0.789167,0.251871,64,5,1,9,False,False,False,False,False,False,2077
1,0,3,0,0,0,2,0.376522,0.366252,0.948261,0.343287,65,6,1,9,False,False,False,False,False,False,605
1,0,3,0,1,1,1,0.261739,0.238461,0.551304,0.341352,66,7,1,10,False,False,False,False,False,False,1872
1,0,3,0,2,1,1,0.2925,0.3024,0.420833,0.12065,67,8,1,10,False,False,False,False,False,False,2133
1,0,3,0,3,1,2,0.295833,0.286608,0.775417,0.22015,68,9,1,10,False,False,False,False,False,False,1891
1,0,3,0,4,1,3,0.389091,0.385668,0.0,0.261877,69,10,1,10,False,False,False,False,False,False,623
1,0,3,0,5,1,2,0.316522,0.305,0.649565,0.23297,70,11,1,10,False,False,False,False,False,False,1977
1,0,3,0,6,0,1,0.329167,0.32575,0.594583,0.220775,71,12,1,10,False,False,False,False,False,False,2132
1,0,3,0,0,0,1,0.384348,0.380091,0.527391,0.270604,72,13,1,10,False,False,False,False,False,False,2417
1,0,3,0,1,1,1,0.325217,0.332,0.496957,0.136926,73,14,1,11,False,False,False,False,False,False,2046
1,0,3,0,2,1,2,0.317391,0.318178,0.655652,0.184309,74,15,1,11,False,False,False,False,False,False,2056
1,0,3,0,3,1,2,0.365217,0.36693,0.776522,0.203117,75,16,1,11,False,False,False,False,False,False,2192
1,0,3,0,4,1,1,0.415,0.410333,0.602917,0.209579,76,17,1,11,False,False,False,False,False,False,2744
1,0,3,0,5,1,1,0.54,0.527009,0.525217,0.231017,77,18,1,11,False,False,False,False,False,False,3239
1,0,3,0,6,0,1,0.4725,0.466525,0.379167,0.368167,78,19,1,11,False,False,False,False,False,False,3117
1,0,3,0,0,0,1,0.3325,0.32575,0.47375,0.207721,79,20,1,11,False,False,False,False,False,False,2471
2,0,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,80,21,1,12,False,False,False,False,False,False,2077
2,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,81,22,1,12,False,False,False,False,False,False,2703
2,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,82,23,1,12,False,False,False,False,False,False,2121
2,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,83,24,1,12,False,False,False,False,False,False,1865
2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,84,25,1,12,False,False,False,False,False,False,2210
2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,85,26,1,12,False,False,False,False,False,False,2496
2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,86,27,1,12,False,False,False,False,False,False,1693
2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,87,28,1,13,False,False,False,False,False,False,2028
2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,88,29,1,13,False,False,False,False,False,False,2425
2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,89,30,1,13,False,False,False,False,False,False,1536
2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,90,31,1,13,True,False,True,False,False,False,1685
2,0,4,0,5,1,2,0.3,0.283454,0.68625,0.258708,91,1,2,13,False,True,False,True,False,False,2227
2,0,4,0,6,0,2,0.315,0.315637,0.65375,0.197146,92,2,2,13,False,False,False,False,False,False,2252
2,0,4,0,0,0,1,0.378333,0.378767,0.48,0.182213,93,3,2,13,False,False,False,False,False,False,3249
2,0,4,0,1,1,1,0.573333,0.542929,0.42625,0.385571,94,4,2,14,False,False,False,False,False,False,3115
2,0,4,0,2,1,2,0.414167,0.39835,0.642083,0.388067,95,5,2,14,False,False,False,False,False,False,1795
2,0,4,0,3,1,1,0.390833,0.387608,0.470833,0.263063,96,6,2,14,False,False,False,False,False,False,2808
2,0,4,0,4,1,1,0.4375,0.433696,0.602917,0.162312,97,7,2,14,False,False,False,False,False,False,3141
2,0,4,0,5,1,2,0.335833,0.324479,0.83625,0.226992,98,8,2,14,False,False,False,False,False,False,1471
2,0,4,0,6,0,2,0.3425,0.341529,0.8775,0.133083,99,9,2,14,False,False,False,False,False,False,2455
2,0,4,0,0,0,2,0.426667,0.426737,0.8575,0.146767,100,10,2,14,False,False,False,False,False,False,2895
2,0,4,0,1,1,2,0.595652,0.565217,0.716956,0.324474,101,11,2,15,False,False,False,False,False,False,3348
2,0,4,0,2,1,2,0.5025,0.493054,0.739167,0.274879,102,12,2,15,False,False,False,False,False,False,2034
2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,103,13,2,15,False,False,False,False,False,False,2162
2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,104,14,2,15,False,False,False,False,False,False,3267
2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,105,15,2,15,False,False,False,False,False,False,3126
2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,106,16,2,15,False,False,False,False,False,False,795
2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,107,17,2,15,False,False,False,False,False,False,3744
2,0,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,108,18,2,16,False,False,False,False,False,False,3429
2,0,4,0,2,1,2,0.505833,0.489258,0.665833,0.157971,109,19,2,16,False,False,False,False,False,False,3204
2,0,4,0,3,1,1,0.595,0.564392,0.614167,0.241925,110,20,2,16,False,False,False,False,False,False,3944
2,0,4,0,4,1,1,0.459167,0.453892,0.407083,0.325258,111,21,2,16,False,False,False,False,False,False,4189
2,0,4,0,5,1,2,0.336667,0.321954,0.729583,0.219521,112,22,2,16,False,False,False,False,False,False,1683
2,0,4,0,6,0,2,0.46,0.450121,0.887917,0.230725,113,23,2,16,False,False,False,False,False,False,4036
2,0,4,0,0,0,2,0.581667,0.551763,0.810833,0.192175,114,24,2,16,False,False,False,False,False,False,4191
2,0,4,0,1,1,1,0.606667,0.5745,0.776667,0.185333,115,25,2,17,False,False,False,False,False,False,4073
2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,116,26,2,17,False,False,False,False,False,False,4400
2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,117,27,2,17,False,False,False,False,False,False,3872
2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,118,28,2,17,False,False,False,False,False,False,4058
2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,119,29,2,17,False,False,False,False,False,False,4595
2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,120,30,2,17,True,False,False,False,False,False,5312
2,0,5,0,0,0,2,0.451667,0.448204,0.762083,0.106354,121,1,2,17,False,True,False,False,False,False,3351
2,0,5,0,1,1,2,0.549167,0.532833,0.73,0.183454,122,2,2,18,False,False,False,False,False,False,4401
2,0,5,0,2,1,2,0.616667,0.582079,0.697083,0.342667,123,3,2,18,False,False,False,False,False,False,4451
2,0,5,0,3,1,2,0.414167,0.40465,0.737083,0.328996,124,4,2,18,False,False,False,False,False,False,2633
2,0,5,0,4,1,1,0.459167,0.441917,0.444167,0.295392,125,5,2,18,False,False,False,False,False,False,4433
2,0,5,0,5,1,1,0.479167,0.474117,0.59,0.228246,126,6,2,18,False,False,False,False,False,False,4608
2,0,5,0,6,0,1,0.52,0.512621,0.54125,0.16045,127,7,2,18,False,False,False,False,False,False,4714
2,0,5,0,0,0,1,0.528333,0.518933,0.631667,0.0746375,128,8,2,18,False,False,False,False,False,False,4333
2,0,5,0,1,1,1,0.5325,0.525246,0.58875,0.176,129,9,2,19,False,False,False,False,False,False,4362
2,0,5,0,2,1,1,0.5325,0.522721,0.489167,0.115671,130,10,2,19,False,False,False,False,False,False,4803
2,0,5,0,3,1,1,0.5425,0.5284,0.632917,0.120642,131,11,2,19,False,False,False,False,False,False,4182
2,0,5,0,4,1,1,0.535,0.523363,0.7475,0.189667,132,12,2,19,False,False,False,False,False,False,4864
2,0,5,0,5,1,2,0.5125,0.4943,0.863333,0.179725,133,13,2,19,False,False,False,False,False,False,4105
2,0,5,0,6,0,2,0.520833,0.500629,0.9225,0.13495,134,14,2,19,False,False,False,False,False,False,3409
2,0,5,0,0,0,2,0.5625,0.536,0.867083,0.152979,135,15,2,19,False,False,False,False,False,False,4553
2,0,5,0,1,1,1,0.5775,0.550512,0.787917,0.126871,136,16,2,20,False,False,False,False,False,False,3958
2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,137,17,2,20,False,False,False,False,False,False,4123
2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,138,18,2,20,False,False,False,False,False,False,3855
2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,139,19,2,20,False,False,False,False,False,False,4575
2,0,5,0,5,1,1,0.536667,0.529042,0.719583,0.125013,140,20,2,20,False,False,False,False,False,False,4917
2,0,5,0,6,0,1,0.6025,0.571975,0.626667,0.12065,141,21,2,20,False,False,False,False,False,False,5805
2,0,5,0,0,0,1,0.604167,0.5745,0.749583,0.148008,142,22,2,20,False,False,False,False,False,False,4660
2,0,5,0,1,1,2,0.631667,0.590296,0.81,0.233842,143,23,2,21,False,False,False,False,False,False,4274
2,0,5,0,2,1,2,0.66,0.604813,0.740833,0.207092,144,24,2,21,False,False,False,False,False,False,4492
2,0,5,0,3,1,1,0.660833,0.615542,0.69625,0.154233,145,25,2,21,False,False,False,False,False,False,4978
2,0,5,0,4,1,1,0.708333,0.654688,0.6775,0.199642,146,26,2,21,False,False,False,False,False,False,4677
2,0,5,0,5,1,1,0.681667,0.637008,0.65375,0.240679,147,27,2,21,False,False,False,False,False,False,4679
2,0,5,0,6,0,1,0.655833,0.612379,0.729583,0.230092,148,28,2,21,False,False,False,False,False,False,4758
2,0,5,0,0,0,1,0.6675,0.61555,0.81875,0.213938,149,29,2,21,False,False,False,False,False,False,4788
2,0,5,1,1,0,1,0.733333,0.671092,0.685,0.131225,150,30,2,22,False,False,False,False,False,False,4098
2,0,5,0,2,1,1,0.775,0.725383,0.636667,0.111329,151,31,2,22,True,False,False,False,False,False,3982
2,0,6,0,3,1,2,0.764167,0.720967,0.677083,0.207092,152,1,2,22,False,True,False,False,False,False,3974
2,0,6,0,4,1,1,0.715,0.643942,0.305,0.292287,153,2,2,22,False,False,False,False,False,False,4968
2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,154,3,2,22,False,False,False,False,False,False,5312
2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,155,4,2,22,False,False,False,False,False,False,5342
2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,156,5,2,22,False,False,False,False,False,False,4906
2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,157,6,2,23,False,False,False,False,False,False,4548
2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,158,7,2,23,False,False,False,False,False,False,4833
2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,159,8,2,23,False,False,False,False,False,False,4401
2,0,6,0,4,1,2,0.808333,0.757579,0.568333,0.149883,160,9,2,23,False,False,False,False,False,False,3915
2,0,6,0,5,1,1,0.755,0.703292,0.605,0.140554,161,10,2,23,False,False,False,False,False,False,4586
2,0,6,0,6,0,1,0.725,0.678038,0.654583,0.15485,162,11,2,23,False,False,False,False,False,False,4966
2,0,6,0,0,0,1,0.6925,0.643325,0.747917,0.163567,163,12,2,23,False,False,False,False,False,False,4460
2,0,6,0,1,1,1,0.635,0.601654,0.494583,0.30535,164,13,2,24,False,False,False,False,False,False,5020
2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,165,14,2,24,False,False,False,False,False,False,4891
2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,166,15,2,24,False,False,False,False,False,False,5180
2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,167,16,2,24,False,False,False,False,False,False,3767
2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,168,17,2,24,False,False,False,False,False,False,4844
2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,169,18,2,24,False,False,False,False,False,False,5119
2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,170,19,2,24,False,False,False,False,False,False,4744
2,0,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,171,20,2,25,False,False,False,False,False,False,4010
3,0,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,172,21,2,25,False,False,False,False,False,False,4835
3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,173,22,2,25,False,False,False,False,False,False,4507
3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,174,23,2,25,False,False,False,False,False,False,4790
3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,175,24,2,25,False,False,False,False,False,False,4991
3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,176,25,2,25,False,False,False,False,False,False,5202
3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,177,26,2,25,False,False,False,False,False,False,5305
3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,178,27,2,26,False,False,False,False,False,False,4708
3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,179,28,2,26,False,False,False,False,False,False,4648
3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,180,29,2,26,False,False,False,False,False,False,5225
3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,181,30,2,26,True,False,True,False,False,False,5515
3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,182,1,3,26,False,True,False,True,False,False,5362
3,0,7,0,6,0,1,0.738333,0.667308,0.444583,0.115062,183,2,3,26,False,False,False,False,False,False,5119
3,0,7,0,0,0,2,0.716667,0.668575,0.6825,0.228858,184,3,3,26,False,False,False,False,False,False,4649
3,0,7,1,1,0,2,0.726667,0.665417,0.637917,0.0814792,185,4,3,27,False,False,False,False,False,False,6043
3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,186,5,3,27,False,False,False,False,False,False,4665
3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,187,6,3,27,False,False,False,False,False,False,4629
3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,188,7,3,27,False,False,False,False,False,False,4592
3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,189,8,3,27,False,False,False,False,False,False,4040
3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,190,9,3,27,False,False,False,False,False,False,5336
3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,191,10,3,27,False,False,False,False,False,False,4881
3,0,7,0,1,1,1,0.7625,0.729804,0.635833,0.282337,192,11,3,28,False,False,False,False,False,False,4086
3,0,7,0,2,1,1,0.794167,0.739275,0.559167,0.200254,193,12,3,28,False,False,False,False,False,False,4258
3,0,7,0,3,1,1,0.746667,0.689404,0.631667,0.146133,194,13,3,28,False,False,False,False,False,False,4342
3,0,7,0,4,1,1,0.680833,0.635104,0.47625,0.240667,195,14,3,28,False,False,False,False,False,False,5084
3,0,7,0,5,1,1,0.663333,0.624371,0.59125,0.182833,196,15,3,28,False,False,False,False,False,False,5538
3,0,7,0,6,0,1,0.686667,0.638263,0.585,0.208342,197,16,3,28,False,False,False,False,False,False,5923
3,0,7,0,0,0,1,0.719167,0.669833,0.604167,0.245033,198,17,3,28,False,False,False,False,False,False,5302
3,0,7,0,1,1,1,0.746667,0.703925,0.65125,0.215804,199,18,3,29,False,False,False,False,False,False,4458
3,0,7,0,2,1,1,0.776667,0.747479,0.650417,0.1306,200,19,3,29,False,False,False,False,False,False,4541
3,0,7,0,3,1,1,0.768333,0.74685,0.707083,0.113817,201,20,3,29,False,False,False,False,False,False,4332
3,0,7,0,4,1,2,0.815,0.826371,0.69125,0.222021,202,21,3,29,False,False,False,False,False,False,3784
